"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
"Total","Silver Bow County, MT","30093","Female","F",,,1125,87820,1281.0,1206.2,1355.9
,"Silver Bow County, MT","30093","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","5-9 years","5-9",Suppressed,5444,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Male","M","10-14 years","10-14",Suppressed,5414,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Male","M","15-19 years","15-19",Suppressed,5747,Suppressed,Suppressed,Suppressed
,"Silver Bow County, MT","30093","Male","M","20-24 years","20-24",14,8365,167.4,91.5,280.8
,"Silver Bow County, MT","30093","Male","M","25-29 years","25-29",11,6184,177.9,88.8,318.3
,"Silver Bow County, MT","30093","Male","M","30-34 years","30-34",23,5791,397.2,251.8,595.9
,"Silver Bow County, MT","30093","Male","M","35-39 years","35-39",21,5660,371.0,229.7,567.2
,"Silver Bow County, MT","30093","Male","M","40-44 years","40-44",21,5719,367.2,227.3,561.3
,"Silver Bow County, MT","30093","Male","M","45-49 years","45-49",27,5040,535.7,353.0,779.4
,"Silver Bow County, MT","30093","Male","M","50-54 years","50-54",44,5099,862.9,627.0,1158.4
,"Silver Bow County, MT","30093","Male","M","55-59 years","55-59",77,5718,1346.6,1062.7,1683.1
,"Silver Bow County, MT","30093","Male","M","60-64 years ","60-64",122,6348,1921.9,1580.8,2262.9
,"Silver Bow County, MT","30093","Male","M","65-69 years","65-69",145,5810,2495.7,2089.5,2901.9
,"Silver Bow County, MT","30093","Male","M","70-74 years","70-74",180,4489,4009.8,3424.0,4595.6
,"Silver Bow County, MT","30093","Male","M","75-79 years","75-79",175,2998,5837.2,4972.4,6702.1
,"Silver Bow County, MT","30093","Male","M","80-84 years","80-84",164,1932,8488.6,7189.4,9787.8
,"Silver Bow County, MT","30093","Male","M","85-89 years","85-89",150,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","90-94 years","90-94",80,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","95-99 years","95-99",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Silver Bow County, MT","30093","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Silver Bow County, MT","30093","Male","M",,,1301,91333,1424.5,1347.1,1501.9
"Total","Silver Bow County, MT","30093",,,,,2426,179153,1354.1,1300.3,1408.0
,"Stillwater County, MT","30095","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","5-9 years","5-9",0,1177,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","10-14 years","10-14",0,1480,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","15-19 years","15-19",0,1421,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","20-24 years","20-24",0,948,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","25-29 years","25-29",0,1019,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","30-34 years","30-34",0,1014,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","35-39 years","35-39",Suppressed,1245,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Female","F","40-44 years","40-44",0,1421,0.0,0.0,0.0
,"Stillwater County, MT","30095","Female","F","45-49 years","45-49",Suppressed,1266,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Female","F","50-54 years","50-54",Suppressed,1422,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Female","F","55-59 years","55-59",Suppressed,1605,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Female","F","60-64 years ","60-64",22,2006,1096.7,687.3,1660.4
,"Stillwater County, MT","30095","Female","F","65-69 years","65-69",16,1950,820.5,469.0,1332.5
,"Stillwater County, MT","30095","Female","F","70-74 years","70-74",27,1630,1656.4,1091.6,2410.0
,"Stillwater County, MT","30095","Female","F","75-79 years","75-79",39,1042,3742.8,2661.5,5116.5
,"Stillwater County, MT","30095","Female","F","80-84 years","80-84",32,563,5683.8,3887.7,8023.9
,"Stillwater County, MT","30095","Female","F","85-89 years","85-89",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","90-94 years","90-94",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Stillwater County, MT","30095","Female","F",,,234,22827,1025.1,893.8,1156.4
,"Stillwater County, MT","30095","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","5-9 years","5-9",0,1324,0.0,0.0,0.0
,"Stillwater County, MT","30095","Male","M","10-14 years","10-14",0,1573,0.0,0.0,0.0
,"Stillwater County, MT","30095","Male","M","15-19 years","15-19",Suppressed,1581,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","20-24 years","20-24",Suppressed,1049,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","25-29 years","25-29",Suppressed,1057,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","30-34 years","30-34",Suppressed,1249,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","35-39 years","35-39",Suppressed,1173,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","40-44 years","40-44",Suppressed,1426,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","45-49 years","45-49",Suppressed,1369,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","50-54 years","50-54",14,1483,944.0,516.1,1583.9
,"Stillwater County, MT","30095","Male","M","55-59 years","55-59",Suppressed,1666,Suppressed,Suppressed,Suppressed
,"Stillwater County, MT","30095","Male","M","60-64 years ","60-64",16,1902,841.2,480.8,1366.1
,"Stillwater County, MT","30095","Male","M","65-69 years","65-69",39,2003,1947.1,1384.6,2661.7
,"Stillwater County, MT","30095","Male","M","70-74 years","70-74",49,1778,2755.9,2038.8,3643.4
,"Stillwater County, MT","30095","Male","M","75-79 years","75-79",43,1161,3703.7,2680.4,4988.9
,"Stillwater County, MT","30095","Male","M","80-84 years","80-84",54,572,9440.6,7092.0,12317.9
,"Stillwater County, MT","30095","Male","M","85-89 years","85-89",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","90-94 years","90-94",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","95-99 years","95-99",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Stillwater County, MT","30095","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Stillwater County, MT","30095","Male","M",,,302,23905,1263.3,1120.8,1405.8
"Total","Stillwater County, MT","30095",,,,,536,46732,1147.0,1049.9,1244.1
,"Sweet Grass County, MT","30097","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","5-9 years","5-9",0,455,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Female","F","10-14 years","10-14",Suppressed,550,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","15-19 years","15-19",0,554,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Female","F","20-24 years","20-24",0,384,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Female","F","25-29 years","25-29",0,400,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Female","F","30-34 years","30-34",0,462,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Female","F","35-39 years","35-39",Suppressed,463,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","40-44 years","40-44",Suppressed,487,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","45-49 years","45-49",Suppressed,471,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","50-54 years","50-54",Suppressed,522,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","55-59 years","55-59",Suppressed,627,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","60-64 years ","60-64",Suppressed,737,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","65-69 years","65-69",Suppressed,808,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","70-74 years","70-74",Suppressed,652,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Female","F","75-79 years","75-79",17,479,3549.1,2067.5,5682.4
,"Sweet Grass County, MT","30097","Female","F","80-84 years","80-84",16,315,5079.4,2903.3,8248.6
,"Sweet Grass County, MT","30097","Female","F","85-89 years","85-89",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","90-94 years","90-94",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sweet Grass County, MT","30097","Female","F",,,103,9124,1128.9,910.9,1346.9
,"Sweet Grass County, MT","30097","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","5-9 years","5-9",0,478,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Male","M","10-14 years","10-14",0,518,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Male","M","15-19 years","15-19",0,587,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Male","M","20-24 years","20-24",Suppressed,490,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","25-29 years","25-29",Suppressed,480,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","30-34 years","30-34",Suppressed,435,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","35-39 years","35-39",Suppressed,531,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","40-44 years","40-44",Suppressed,562,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","45-49 years","45-49",0,516,0.0,0.0,0.0
,"Sweet Grass County, MT","30097","Male","M","50-54 years","50-54",Suppressed,574,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","55-59 years","55-59",Suppressed,660,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","60-64 years ","60-64",Suppressed,670,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","65-69 years","65-69",Suppressed,770,Suppressed,Suppressed,Suppressed
,"Sweet Grass County, MT","30097","Male","M","70-74 years","70-74",16,737,2171.0,1240.9,3525.5
,"Sweet Grass County, MT","30097","Male","M","75-79 years","75-79",19,500,3800.0,2287.9,5934.2
,"Sweet Grass County, MT","30097","Male","M","80-84 years","80-84",19,329,5775.1,3477.0,9018.5
,"Sweet Grass County, MT","30097","Male","M","85-89 years","85-89",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","90-94 years","90-94",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sweet Grass County, MT","30097","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Sweet Grass County, MT","30097","Male","M",,,128,9518,1344.8,1111.8,1577.8
"Total","Sweet Grass County, MT","30097",,,,,231,18642,1239.1,1079.3,1398.9
,"Teton County, MT","30099","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","5-9 years","5-9",0,1188,0.0,0.0,0.0
,"Teton County, MT","30099","Female","F","10-14 years","10-14",Suppressed,1153,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","15-19 years","15-19",0,959,0.0,0.0,0.0
,"Teton County, MT","30099","Female","F","20-24 years","20-24",0,728,0.0,0.0,0.0
,"Teton County, MT","30099","Female","F","25-29 years","25-29",0,793,0.0,0.0,0.0
,"Teton County, MT","30099","Female","F","30-34 years","30-34",Suppressed,747,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","35-39 years","35-39",Suppressed,914,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","40-44 years","40-44",Suppressed,903,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","45-49 years","45-49",Suppressed,794,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","50-54 years","50-54",Suppressed,856,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","55-59 years","55-59",Suppressed,1110,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Female","F","60-64 years ","60-64",10,1152,868.1,416.3,1596.4
,"Teton County, MT","30099","Female","F","65-69 years","65-69",13,988,1315.8,700.6,2250.0
,"Teton County, MT","30099","Female","F","70-74 years","70-74",15,899,1668.5,933.9,2752.0
,"Teton County, MT","30099","Female","F","75-79 years","75-79",20,724,2762.4,1687.4,4266.4
,"Teton County, MT","30099","Female","F","80-84 years","80-84",29,500,5800.0,3884.4,8329.8
,"Teton County, MT","30099","Female","F","85-89 years","85-89",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","90-94 years","90-94",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","95-99 years","95-99",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Teton County, MT","30099","Female","F",,,189,16042,1178.2,1010.2,1346.1
,"Teton County, MT","30099","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Teton County, MT","30099","Male","M","5-9 years","5-9",0,1142,0.0,0.0,0.0
,"Teton County, MT","30099","Male","M","10-14 years","10-14",0,1060,0.0,0.0,0.0
,"Teton County, MT","30099","Male","M","15-19 years","15-19",Suppressed,1019,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","20-24 years","20-24",Suppressed,790,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","25-29 years","25-29",Suppressed,843,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","30-34 years","30-34",Suppressed,815,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","35-39 years","35-39",Suppressed,840,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","40-44 years","40-44",Suppressed,865,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","45-49 years","45-49",Suppressed,790,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","50-54 years","50-54",Suppressed,798,Suppressed,Suppressed,Suppressed
,"Teton County, MT","30099","Male","M","55-59 years","55-59",10,1042,959.7,460.2,1764.9
,"Teton County, MT","30099","Male","M","60-64 years ","60-64",10,1137,879.5,421.8,1617.4
,"Teton County, MT","30099","Male","M","65-69 years","65-69",20,1023,1955.0,1194.2,3019.4
