"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
"Total","Mineral County, MT","30061",,,,,332,24747,1341.6,1197.3,1485.9
,"Missoula County, MT","30063","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","5-9 years","5-9",Suppressed,14676,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Female","F","10-14 years","10-14",Suppressed,15433,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Female","F","15-19 years","15-19",Suppressed,18249,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Female","F","20-24 years","20-24",Suppressed,30782,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Female","F","25-29 years","25-29",12,24472,49.0,25.3,85.7
,"Missoula County, MT","30063","Female","F","30-34 years","30-34",21,22404,93.7,58.0,143.3
,"Missoula County, MT","30063","Female","F","35-39 years","35-39",24,21115,113.7,72.8,169.1
,"Missoula County, MT","30063","Female","F","40-44 years","40-44",27,20226,133.5,88.0,194.2
,"Missoula County, MT","30063","Female","F","45-49 years","45-49",21,16532,127.0,78.6,194.2
,"Missoula County, MT","30063","Female","F","50-54 years","50-54",45,15363,292.9,213.7,391.9
,"Missoula County, MT","30063","Female","F","55-59 years","55-59",99,16361,605.1,491.8,736.7
,"Missoula County, MT","30063","Female","F","60-64 years ","60-64",130,17837,728.8,603.5,854.1
,"Missoula County, MT","30063","Female","F","65-69 years","65-69",160,18554,862.3,728.7,996.0
,"Missoula County, MT","30063","Female","F","70-74 years","70-74",228,14929,1527.2,1329.0,1725.5
,"Missoula County, MT","30063","Female","F","75-79 years","75-79",268,10266,2610.6,2298.0,2923.1
,"Missoula County, MT","30063","Female","F","80-84 years","80-84",349,6083,5737.3,5135.4,6339.2
,"Missoula County, MT","30063","Female","F","85-89 years","85-89",372,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","90-94 years","90-94",317,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","95-99 years","95-99",168,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","100+ years","100+",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Missoula County, MT","30063","Female","F",,,2302,301844,762.6,731.5,793.8
,"Missoula County, MT","30063","Male","M","< 1 year","1",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","5-9 years","5-9",Suppressed,15366,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Male","M","10-14 years","10-14",Suppressed,16195,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063","Male","M","15-19 years","15-19",13,19676,66.1,35.2,113.0
,"Missoula County, MT","30063","Male","M","20-24 years","20-24",29,30462,95.2,63.8,136.7
,"Missoula County, MT","30063","Male","M","25-29 years","25-29",30,24902,120.5,81.3,172.0
,"Missoula County, MT","30063","Male","M","30-34 years","30-34",65,24214,268.4,207.2,342.1
,"Missoula County, MT","30063","Male","M","35-39 years","35-39",52,22221,234.0,174.8,306.9
,"Missoula County, MT","30063","Male","M","40-44 years","40-44",56,21434,261.3,197.4,339.3
,"Missoula County, MT","30063","Male","M","45-49 years","45-49",86,17305,497.0,397.5,613.7
,"Missoula County, MT","30063","Male","M","50-54 years","50-54",96,16782,572.0,463.4,698.6
,"Missoula County, MT","30063","Male","M","55-59 years","55-59",159,15983,994.8,840.2,1149.4
,"Missoula County, MT","30063","Male","M","60-64 years ","60-64",206,16643,1237.8,1068.7,1406.8
,"Missoula County, MT","30063","Male","M","65-69 years","65-69",292,16484,1771.4,1568.2,1974.6
,"Missoula County, MT","30063","Male","M","70-74 years","70-74",323,14842,2176.3,1938.9,2413.6
,"Missoula County, MT","30063","Male","M","75-79 years","75-79",345,9346,3691.4,3301.9,4080.9
,"Missoula County, MT","30063","Male","M","80-84 years","80-84",359,5257,6829.0,6122.6,7535.4
,"Missoula County, MT","30063","Male","M","85-89 years","85-89",286,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","90-94 years","90-94",203,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","95-99 years","95-99",76,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","100+ years","100+",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Missoula County, MT","30063","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Missoula County, MT","30063","Male","M",,,2708,304755,888.6,855.1,922.1
"Total","Missoula County, MT","30063",,,,,5010,606599,825.9,803.0,848.8
,"Musselshell County, MT","30065","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","5-9 years","5-9",0,626,0.0,0.0,0.0
,"Musselshell County, MT","30065","Female","F","10-14 years","10-14",0,656,0.0,0.0,0.0
,"Musselshell County, MT","30065","Female","F","15-19 years","15-19",Suppressed,683,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","20-24 years","20-24",0,520,0.0,0.0,0.0
,"Musselshell County, MT","30065","Female","F","25-29 years","25-29",Suppressed,535,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","30-34 years","30-34",Suppressed,614,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","35-39 years","35-39",Suppressed,638,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","40-44 years","40-44",Suppressed,708,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","45-49 years","45-49",Suppressed,698,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","50-54 years","50-54",Suppressed,723,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","55-59 years","55-59",Suppressed,887,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Female","F","60-64 years ","60-64",12,1148,1045.3,540.1,1825.9
,"Musselshell County, MT","30065","Female","F","65-69 years","65-69",13,1205,1078.8,574.4,1844.8
,"Musselshell County, MT","30065","Female","F","70-74 years","70-74",21,1048,2003.8,1240.4,3063.1
,"Musselshell County, MT","30065","Female","F","75-79 years","75-79",18,587,3066.4,1817.4,4846.3
,"Musselshell County, MT","30065","Female","F","80-84 years","80-84",16,353,4532.6,2590.8,7360.6
,"Musselshell County, MT","30065","Female","F","85-89 years","85-89",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","90-94 years","90-94",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Musselshell County, MT","30065","Female","F",,,142,12497,1136.3,949.4,1323.2
,"Musselshell County, MT","30065","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","5-9 years","5-9",0,703,0.0,0.0,0.0
,"Musselshell County, MT","30065","Male","M","10-14 years","10-14",Suppressed,797,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","15-19 years","15-19",Suppressed,720,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","20-24 years","20-24",0,575,0.0,0.0,0.0
,"Musselshell County, MT","30065","Male","M","25-29 years","25-29",0,602,0.0,0.0,0.0
,"Musselshell County, MT","30065","Male","M","30-34 years","30-34",Suppressed,576,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","35-39 years","35-39",Suppressed,649,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","40-44 years","40-44",Suppressed,665,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","45-49 years","45-49",Suppressed,734,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","50-54 years","50-54",Suppressed,883,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","55-59 years","55-59",Suppressed,846,Suppressed,Suppressed,Suppressed
,"Musselshell County, MT","30065","Male","M","60-64 years ","60-64",20,1106,1808.3,1104.6,2792.8
,"Musselshell County, MT","30065","Male","M","65-69 years","65-69",20,1227,1630.0,995.6,2517.4
,"Musselshell County, MT","30065","Male","M","70-74 years","70-74",34,1001,3396.6,2352.2,4746.4
,"Musselshell County, MT","30065","Male","M","75-79 years","75-79",33,644,5124.2,3527.3,7196.3
,"Musselshell County, MT","30065","Male","M","80-84 years","80-84",24,385,6233.8,3994.1,9275.3
,"Musselshell County, MT","30065","Male","M","85-89 years","85-89",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","90-94 years","90-94",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Musselshell County, MT","30065","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Musselshell County, MT","30065","Male","M",,,184,13025,1412.7,1208.5,1616.8
"Total","Musselshell County, MT","30065",,,,,326,25522,1277.3,1138.7,1416.0
,"Park County, MT","30067","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","5-9 years","5-9",0,1982,0.0,0.0,0.0
,"Park County, MT","30067","Female","F","10-14 years","10-14",Suppressed,2020,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","15-19 years","15-19",Suppressed,1781,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","20-24 years","20-24",0,1791,0.0,0.0,0.0
,"Park County, MT","30067","Female","F","25-29 years","25-29",Suppressed,2319,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","30-34 years","30-34",Suppressed,2918,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","35-39 years","35-39",Suppressed,2960,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","40-44 years","40-44",Suppressed,2767,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","45-49 years","45-49",Suppressed,2736,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Female","F","50-54 years","50-54",12,2627,456.8,236.0,797.9
,"Park County, MT","30067","Female","F","55-59 years","55-59",21,2930,716.7,443.7,1095.6
,"Park County, MT","30067","Female","F","60-64 years ","60-64",31,3741,828.7,563.0,1176.2
,"Park County, MT","30067","Female","F","65-69 years","65-69",39,3599,1083.6,770.6,1481.4
,"Park County, MT","30067","Female","F","70-74 years","70-74",47,2931,1603.5,1178.2,2132.4
,"Park County, MT","30067","Female","F","75-79 years","75-79",46,2012,2286.3,1673.9,3049.6
,"Park County, MT","30067","Female","F","80-84 years","80-84",58,1266,4581.4,3478.8,5922.5
,"Park County, MT","30067","Female","F","85-89 years","85-89",68,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","90-94 years","90-94",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","95-99 years","95-99",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Park County, MT","30067","Female","F",,,425,43557,975.7,883.0,1068.5
,"Park County, MT","30067","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","5-9 years","5-9",0,2063,0.0,0.0,0.0
,"Park County, MT","30067","Male","M","10-14 years","10-14",Suppressed,2264,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","15-19 years","15-19",Suppressed,2097,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","20-24 years","20-24",Suppressed,1955,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","25-29 years","25-29",Suppressed,2330,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","30-34 years","30-34",Suppressed,2937,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","35-39 years","35-39",Suppressed,3128,Suppressed,Suppressed,Suppressed
,"Park County, MT","30067","Male","M","40-44 years","40-44",13,3001,433.2,230.7,740.8
,"Park County, MT","30067","Male","M","45-49 years","45-49",15,2638,568.6,318.2,937.8
,"Park County, MT","30067","Male","M","50-54 years","50-54",17,2682,633.9,369.2,1014.9
,"Park County, MT","30067","Male","M","55-59 years","55-59",26,3008,864.4,564.6,1266.5
,"Park County, MT","30067","Male","M","60-64 years ","60-64",42,3754,1118.8,806.3,1512.3
,"Park County, MT","30067","Male","M","65-69 years","65-69",55,3601,1527.4,1150.6,1988.1
,"Park County, MT","30067","Male","M","70-74 years","70-74",83,3182,2608.4,2077.6,3233.5
,"Park County, MT","30067","Male","M","75-79 years","75-79",85,1997,4256.4,3399.8,5263.1
,"Park County, MT","30067","Male","M","80-84 years","80-84",67,1003,6680.0,5176.9,8483.3
,"Park County, MT","30067","Male","M","85-89 years","85-89",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","90-94 years","90-94",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Park County, MT","30067","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Park County, MT","30067","Male","M",,,547,44443,1230.8,1127.6,1333.9
"Total","Park County, MT","30067",,,,,972,88000,1104.5,1035.1,1174.0
,"Petroleum County, MT","30069","Female","F","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","5-9 years","5-9",0,48,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","10-14 years","10-14",0,44,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","15-19 years","15-19",0,45,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","20-24 years","20-24",0,39,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","25-29 years","25-29",Suppressed,66,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","30-34 years","30-34",0,47,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","35-39 years","35-39",0,53,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","40-44 years","40-44",0,46,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","45-49 years","45-49",0,45,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","50-54 years","50-54",0,99,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","55-59 years","55-59",Suppressed,115,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","60-64 years ","60-64",0,129,0.0,0.0,0.0
,"Petroleum County, MT","30069","Female","F","65-69 years","65-69",Suppressed,111,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","70-74 years","70-74",Suppressed,67,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","75-79 years","75-79",Suppressed,61,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","80-84 years","80-84",Suppressed,66,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","95-99 years","95-99",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Petroleum County, MT","30069","Female","F",,,14,1199,1167.6,638.4,1959.1
,"Petroleum County, MT","30069","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","5-9 years","5-9",0,53,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","10-14 years","10-14",0,78,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","15-19 years","15-19",0,58,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","20-24 years","20-24",0,47,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","25-29 years","25-29",0,63,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","30-34 years","30-34",0,66,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","35-39 years","35-39",0,86,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","40-44 years","40-44",Suppressed,56,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Male","M","45-49 years","45-49",0,48,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","50-54 years","50-54",0,76,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","55-59 years","55-59",0,149,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","60-64 years ","60-64",0,155,0.0,0.0,0.0
,"Petroleum County, MT","30069","Male","M","65-69 years","65-69",Suppressed,153,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Male","M","70-74 years","70-74",Suppressed,90,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Male","M","75-79 years","75-79",Suppressed,40,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Male","M","80-84 years","80-84",Suppressed,60,Suppressed,Suppressed,Suppressed
,"Petroleum County, MT","30069","Male","M","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","95-99 years","95-99",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Petroleum County, MT","30069","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Petroleum County, MT","30069","Male","M",,,21,1423,1475.8,913.5,2255.9
"Total","Petroleum County, MT","30069",,,,,35,2622,1334.9,929.8,1856.5
,"Phillips County, MT","30071","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","5-9 years","5-9",0,770,0.0,0.0,0.0
,"Phillips County, MT","30071","Female","F","10-14 years","10-14",0,612,0.0,0.0,0.0
,"Phillips County, MT","30071","Female","F","15-19 years","15-19",Suppressed,616,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","20-24 years","20-24",Suppressed,435,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","25-29 years","25-29",Suppressed,517,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","30-34 years","30-34",Suppressed,488,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","35-39 years","35-39",Suppressed,485,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","40-44 years","40-44",Suppressed,546,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","45-49 years","45-49",0,456,0.0,0.0,0.0
,"Phillips County, MT","30071","Female","F","50-54 years","50-54",0,517,0.0,0.0,0.0
,"Phillips County, MT","30071","Female","F","55-59 years","55-59",Suppressed,740,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","60-64 years ","60-64",Suppressed,937,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","65-69 years","65-69",Suppressed,810,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","70-74 years","70-74",Suppressed,610,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Female","F","75-79 years","75-79",20,438,4566.2,2789.2,7052.1
,"Phillips County, MT","30071","Female","F","80-84 years","80-84",20,371,5390.8,3292.9,8325.7
,"Phillips County, MT","30071","Female","F","85-89 years","85-89",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","90-94 years","90-94",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Phillips County, MT","30071","Female","F",,,130,10297,1262.5,1045.5,1479.5
,"Phillips County, MT","30071","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","5-9 years","5-9",0,709,0.0,0.0,0.0
,"Phillips County, MT","30071","Male","M","10-14 years","10-14",0,761,0.0,0.0,0.0
,"Phillips County, MT","30071","Male","M","15-19 years","15-19",Suppressed,668,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","20-24 years","20-24",0,503,0.0,0.0,0.0
,"Phillips County, MT","30071","Male","M","25-29 years","25-29",0,560,0.0,0.0,0.0
,"Phillips County, MT","30071","Male","M","30-34 years","30-34",Suppressed,536,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","35-39 years","35-39",Suppressed,510,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","40-44 years","40-44",Suppressed,584,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","45-49 years","45-49",Suppressed,505,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","50-54 years","50-54",Suppressed,525,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","55-59 years","55-59",11,758,1451.2,724.4,2596.6
,"Phillips County, MT","30071","Male","M","60-64 years ","60-64",Suppressed,903,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071","Male","M","65-69 years","65-69",13,825,1575.8,839.0,2694.6
,"Phillips County, MT","30071","Male","M","70-74 years","70-74",21,663,3167.4,1960.7,4841.8
,"Phillips County, MT","30071","Male","M","75-79 years","75-79",13,418,3110.0,1656.0,5318.3
,"Phillips County, MT","30071","Male","M","80-84 years","80-84",20,247,8097.2,4946.0,12505.4
,"Phillips County, MT","30071","Male","M","85-89 years","85-89",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","90-94 years","90-94",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Phillips County, MT","30071","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Phillips County, MT","30071","Male","M",,,145,10517,1378.7,1154.3,1603.1
"Total","Phillips County, MT","30071",,,,,275,20814,1321.2,1165.1,1477.4
,"Pondera County, MT","30073","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Female","F","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Female","F","5-9 years","5-9",0,942,0.0,0.0,0.0
,"Pondera County, MT","30073","Female","F","10-14 years","10-14",0,936,0.0,0.0,0.0
,"Pondera County, MT","30073","Female","F","15-19 years","15-19",Suppressed,936,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","20-24 years","20-24",Suppressed,771,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","25-29 years","25-29",0,794,0.0,0.0,0.0
,"Pondera County, MT","30073","Female","F","30-34 years","30-34",Suppressed,880,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","35-39 years","35-39",Suppressed,842,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","40-44 years","40-44",Suppressed,828,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","45-49 years","45-49",Suppressed,750,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","50-54 years","50-54",Suppressed,744,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","55-59 years","55-59",Suppressed,988,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073","Female","F","60-64 years ","60-64",12,1219,984.4,508.7,1719.6
,"Pondera County, MT","30073","Female","F","65-69 years","65-69",17,1066,1594.7,929.0,2553.3
,"Pondera County, MT","30073","Female","F","70-74 years","70-74",18,788,2284.3,1353.8,3610.1
,"Pondera County, MT","30073","Female","F","75-79 years","75-79",23,591,3891.7,2467.0,5839.5
,"Pondera County, MT","30073","Female","F","80-84 years","80-84",32,406,7881.8,5391.1,11126.7
,"Pondera County, MT","30073","Female","F","85-89 years","85-89",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Pondera County, MT","30073","Female","F","90-94 years","90-94",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
